"Product or process","Functional unit","Global warming potential per functional unit","Unit for 'Global warming potential' reporting","Country","Institution","System boundary","Included stages or activities","Impact categories","Ozone depletion potential per functional unit","Unit for 'Ozone depletion potential' reporting","Ozone formation per functional unit","Unit for 'Ozone formation' per functional unit","Ozone formation: human health per functional unit","Unit for 'Ozone formation: human health' reporting","Ozone formation: terrestrial ecosystems per functional unit","Unit for 'Ozone formation: terrestrial ecosystems' reporting","Photochemical oxidant creation potential
per functional unit","Unit for 'Photochemical oxidant creation potential' reporting","Acidification potential per functional unit","Unit for 'Acidification potential' reporting","Terrestrial acidification potential
per functional unit","Unit for 'Terrestrial acidification potential' reporting","Aquatic acidification potential
per functional unit","Unit for 'Aquatic acidification potential' reporting","Ocean acidification per functional unit","Unit for 'Ocean acidification' reporting","Eutrophication potential per functional unit","Unit for 'Eutrophication potential' reporting","Eutrophication potential: air per functional unit","Unit for 'Eutrophication potential: air' reporting","Eutrophication potential: water per functional unit","Unit for 'Eutrophication potential: water' reporting","Terrestrial eutrophication potential per functional unit","Unit for 'Terrestrial eutrophication potential' reporting","Marine eutrophication potential
per functional unit","Unit for 'Marine eutrophication potential' reporting","Freshwater eutrophication potential per functional unit","Unit for 'Freshwater eutrophication potential' reporting","Aquatic eutrophication potential
per functional unit","Unit for 'Aquatic eutrophication potential' reporting","Reactive nitrogen in water
per functional unit","Unit for 'Reactive nitrogen in water' reporting","Respiratory effects per functional unit","Unit for 'Respiratory effects' reporting","Particulate matter formation
per functional unit","Unit for 'Particulate matter formation' reporting","Respiratory
inorganics per functional unit","Unit for 'Respiratory
inorganics' reporting","Respiratory
organics
per functional unit","Unit for 'Respiratory
organics' reporting","Air pollution, sulfur dioxide
per functional unit","Unit for 'Air pollution, sulfur dioxide' reporting","Air pollution, nitrogen oxides
per functional unit","Unit for 'Air pollution, nitrogen oxides' reporting","Ecotoxicity potential
per functional unit","Unit for 'Ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit","Unit for 'Terrestrial ecotoxicity potential' reporting","Freshwater aquatic ecotoxicity potential
per functional unit","Unit for 'Freshwater aquatic ecotoxicity potential' reporting","Marine aquatic ecotoxicity potential
per functional unit","Unit for 'Marine aquatic ecotoxicity potential' reporting","Aquatic ecotoxicity potential per functional unit","Unit for 'Aquatic ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit 2","Unit for 'Terrestrial ecotoxicity potential' reporting 2","Human health: carcinogens
per functional unit","Unit for 'Human health: carcinogens reporting","Human health: non-carcinogens
per functional unit","Unit for 'Human health: non-carcinogens' reporting","Human toxicity potential
per functional unit","Unit for 'Human toxicity potential' reporting","Human toxicity potential: carcinogens
per functional unit","Unit for 'Human toxicity potential: carcinogens' reporting","Human toxicity potential: non-carcinogens per functional unit","Unit for 'Human toxicity potential: non-carcinogens' reporting","Total Malaria risk
per functional unit","Unit for 'Total malaria risk' reporting","Ionizing radiation per functional unit","Unit for 'Ionizing radiation' reporting","Ionizing radiation: human health per functional unit","Unit for 'Ionizing radiation: human health' reporting","Land use per functional unit","Unit for 'Land use' reporting","Agricultural land occupation per functional unit","Unit for 'Agricultural land occupation' reporting","Urban land occupation per functional unit","Unit for 'Urban land occupation' reporting","Land occupation
per functional unit","Unit for 'Land occupation' reporting","Natural land transformation per functional unit","Unit for 'Natural land transformation' reporting","Water use per functional unit","Unit for 'Water use' reporting","Blue water use per functional unit","Unit for 'Blue water use' reporting","Water scarcity per functional unit","Unit for 'Water scarcity' reporting","Scarce water use
per functional unit","Unit for 'Scarce water use' reporting","Water withdrawal per functional unit","Unit for 'Water withdrawal' reporting","Water footprint per functional unit","Unit for 'Water footprint' reporting","Metal depletion per functional unit","Unit for 'Metal depletion' reporting","Fossil depletion per functional unit","Unit for 'Fossil depletion' reporting","Abiotic fossil fuel depletion per functional unit","Unit for 'Abiotic fossil fuel depletion' reporting","Abiotic depletion potential: elements per functional unit","Unit for 'Abiotic depletion potential: elements' reporting","Abiotic depletion potential per functional unit","Unit for 'Abiotic depletion potential' reporting","Abiotic material extraction","Unit for 'Abiotic material extraction' reporting","Renewable energy carriers
per functional unit","Unit for 'Renewable energy carriers' reporting","Non-renewable energy carriers
per functional unit","Unit for 'Non-renewable energy carriers' reporting","Fossil energy carriers
per functional unit","Unit for 'Fossil energy carriers' reporting","Fossil fuels per functional unit","Unit for 'Fossil fuels' reporting","Minerals per functional unit","Unit for 'Minerals' reporting","Mineral resource scarcity per functional unit","Unit for 'Mineral resource scarcity' reporting","Fossil resource scarcity per functional unit","Unit for 'Fossil resource scarcity' reporting","Natural resource energy per functional unit","Unit for Natural resource energy' reporting","Resources: non-renewable per functional unit","Unit for 'Resources: non-renewable' reporting","Resources, renewable per functional unit","Unit for 'Resources: renewable' reporting","Resource use: energy carriers per fucntional unit","Unit for 'Resource use: energy carriers' reporting","Resource use: minerals and metals per functional unit","Unit for 'Resource use: minerals and metals' reporting","Resource use: fossils per functional unit","Unit for 'Resource use: fossils' reporting","Resource depletion per functional unit","Unit for 'Resource depletion' reporting","Cumulative energy demand per functional unit","Unit for 'Cumulative energy demand' reporting","Cumulative energy demand: non-renewable
per functional unit","Unit for 'Cumulative energy demand: non-renewable' reporting","Cumulative energy demand: renewable
per functional unit","Unit for 'Cumulative energy demand: renewable' reporting","Non-renewable energy use per functional unit","Unit for 'Non-renewable energy use' reporting","Primary energy consumption per functional unit","Unit for 'Primary energy consumption' reporting","Primary energy demand per functional unit","Unit for 'Primary energy demand' reporting","Hazardous waste
per functional unit","Unit for 'Hazardous waste' reporting","Heavy metals per functional unit","Unit for 'Heavy metals' reporting","Solid waste per functional unit","Unit for 'Solid waste' reporting","Human health
(Endpoint) per functional unit","Unit for 'Human health (Endpoint)' reporting","Resources (Endpoint) per functional unit","Unit for 'Resources (Endpoint)' reporting","Ecosystems (Endpoint) per functional unit","Unit for 'Ecosystems' reporting","Dissipated water per functional unit","Unit for 'Dissipated water' reporting","Resource depletion: water per functional unit","Unit for 'Resource depletion: water per functional unit' reporting","Species extinction risk per functional unit","Unit for 'Species extinction risk' reporting","References 2","Data sources copy 2"
"Czech Republic health system","Provision over one year","4.73E+09"
"Czech Republic health system","Provision over one year","5.66E+09"
"Czech Republic health system","Provision over one year","3.70E+09"
"Czech Republic health system","Provision over one year","5.27E+09"
"Czech Republic health system","Provision over one year","4.82E+09"
"Czech Republic health system","Provision over one year","5.10E+09"
"Czech Republic health system","Provision over one year","4.68E+09"
"Czech Republic health system","Provision over one year","4.80E+09"
"Czech Republic health system","Provision over one year","6.17E+09"
"Czechia health system","Provision over one year, national","4.43E+09"
"Czechia health system, per capita","Provision over one year, per capita","4.14E+02"
"Daytime ambulatory peritoneal dialysis (DAPD), at home","One 2L dialysate dose","4.07E+02"
"Daytime ambulatory peritoneal dialysis (DAPD), in-center","One 2L dialysate dose","3.64E+02"
"Decapolar steerable catheter (Inquiry™, St Jude Medical, Inc., St. Paul, MN, USA)","One item","8.10E+00"
"Deep vein thrombosis compression sleeves, pair","One item","8.28E-01"
"Defibrillation patches (Pro-padz®, Zoll Medical Corporation, Chelmsford, MA, USA)","One item","1.10E+00"
"Democratic Republic of the Congo health system","Provision over one year, national","1.11E+09"
"Democratic Republic of the Congo health system, per capita","Provision over one year, per capita","1.20E+01"
"Denmark health system","Provision over one year","3.88E+09"
"Denmark health system","Provision over one year","3.37E+09"
"Denmark health system","Provision over one year","3.83E+09"
"Denmark health system","Provision over one year","3.77E+09"
"Denmark health system","Provision over one year","3.85E+09"
"Denmark health system","Provision over one year","4.05E+09"
"Denmark health system","Provision over one year","3.76E+09"
"Denmark health system","Provision over one year","4.00E+09"
"Denmark health system","Provision over one year","3.70E+09"
"Denmark health system","Provision over one year","3.86E+09"
"Denmark health system","Provision over one year","4.00E+09"
"Denmark health system","Provision over one year","3.72E+09"
"Denmark health system","Provision over one year","3.89E+09"
"Denmark health system","Provision over one year","3.98E+09"
"Denmark health system","Provision over one year","4.18E+09"
"Denmark health system","Provision over one year, national","3.20E+09"
"Denmark health system, per capita","Provision over one year, per capita","5.50E+02"
"Dentail service of the United Kingdom National Health Service (NHS)","Provision of NHS dental services in England over one year","6.75E+08"
"Dental amalgam for dental restoration","Restorative material required to complete one dental restoration","1.24E-01"
"Dental bur (2mm internal irrigation pilot drill), disposable","30 uses","5.52E-02"
"Dental bur (2mm internal irrigation pilot drill), reusable","30 uses","8.50E-02"
"Dental crown, non-precious metal","One procedure","3.52E+01"
"Dental crown, porcelain","One procedure","3.66E+01"
"Dental crown, precious metal","One procedure","4.38E+01"
"Dental endodontic treatment","One procedure","2.33E+01"
"Dental examination","One procedure","5.50E+00"
"Dental examination in a hypothetical practice","Examination of one patient in a hypothetical dental practice (15 minute duration with dentist and dental nurse).","7.30E-01"
"Dental examination kit, reusable","One use","9.47E-02"
"Dental examination kit, single-use","One use","3.03E-01"
"Dental extraction","One procedure","8.58E+00"
"Dental filling, amalgam","One procedure","1.48E+01"
"Dental filling, composite","One procedure","1.48E+01"
"Dental filling, glass ionomer","One procedure","8.58E+00"
"Dental fissure sealants","One procedure","8.58E+00"
"Dental fluoride varnish","One procedure","5.50E+00"
"Dental office paper use, envelope type - paper envelopes with plastic window (standard practice)","One patient","3.60E-03"
"Dental office paper use, envelope type - paper-only envelopes (Green Impact Toolkit recommendation)","One patient","2.90E-03"
"Dental office paper use, envelopes - reused (Green Impact Toolkit recommendation)","One patient","1.90E-03"
"Dental office paper use, envelopes - used one time (standard practice)","One patient","3.10E-03"
"Dental office paper use, printing and photocopying - double-sided (Green Impact Toolkit recommendation)","One patient","7.00E-03"
"Dental office paper use, printing and photocopying - single-sided (standard practice)","One patient","1.00E-02"
"Dental office paper use, scrap paper - discarded (standard practice)","One patient","3.00E-03"
"Dental office paper use, scrap paper - reused (Green Impact Toolkit recommendation)","One patient","2.80E-03"
"Dental office paper use, shredding - all documents (standard practice)","One patient","6.30E-03"
"Dental office paper use, shredding - confidential documents (Green Impact Toolkit recommendation)","One patient","3.20E-03"
"Dental office patient correspondence, appointment notice - emailed (Green Impact Toolkit recommendation)","One patient","8.00E-04"
"Dental office patient correspondence, appointment notice - posted (standard practice)","One patient","1.06E-02"
"Dental office patient correspondence, referral letter - emailed (Green Impact Toolkit recommendation)","One patient","4.10E-03"
"Dental office patient correspondence, referral letter - posted (standard practice)","One patient","2.22E-02"
"Dental office water consumption, staff canteen dishwashing - dishwasher (standard practice)","One patient visit","7.67E-02"
"Dental office water consumption, staff canteen dishwashing - filled plugged sink (standard practice)","One patient visit","3.57E-02"
"Dental office water consumption, staff canteen dishwashing - running water (Green Impact Toolkit recommendation)","One patient visit","1.01E-02"
"Dental office water consumption, toilets - dual-flush (Green Impact Toolkit recommendation)","One patient visit","1.80E-03"
"Dental office water consumption, toilets - single-flush (standard practice)","One patient visit","4.90E-03"
"Dental office water consumption, water source - mains supply (standard practice)","One patient visit","3.33E-02"
"Dental office water consumption, water source - rainwater collection system (Green Impact Toolkit recommendation)","One patient visit","3.30E-03"
"Dental radiograph","One procedure","5.50E+00"
"Dental scale and polish","One procedure","6.53E+00"
"Dental study model","One procedure","1.21E+01"
"Dental x-ray system","37,000 X-ray images","3.10E+02"
"Dentures, acrylic","One procedure","5.82E+01"
"Dentures, metal","One procedure","7.05E+01"
"Desflurane-inclusive general anesthesia for single-level transforaminal lumbar interbody fusions","One procedure","1.54E+02"
"Desflurane, % O₂/N₂O: 40/60","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","5.60E+01"
"Desflurane, % O₂/N₂O: 40/60, 1L/min, newer synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","4.76E+01"
"Desflurane, % O₂/N₂O: 40/60, 1L/min, newer synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","3.72E+01"
"Desflurane, % O₂/N₂O: 40/60, 1L/min, older synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","4.91E+01"
"Desflurane, % O₂/N₂O: 40/60, 1L/min, older synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","3.82E+01"
"Desflurane, % O₂/N₂O: 40/60, complete gas capture","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","7.00E-01"
"Desflurane, % O₂/N₂O: 100/0, 0.5L/min, newer synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","4.03E+01"
"Desflurane, % O₂/N₂O: 100/0, 0.5L/min, newer synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","2.63E+01"
"Desflurane, % O₂/N₂O: 100/0, 0.5L/min, older synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","4.24E+01"
"Desflurane, % O₂/N₂O: 100/0, 0.5L/min, older synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","2.76E+01"
"Desflurane, % O₂/N₂O: 100/0, 1L/min, newer synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","8.05E+01"
"Desflurane, % O₂/N₂O: 100/0, 1L/min, newer synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","5.24E+01"
"Desflurane, % O₂/N₂O: 100/0, 1L/min, older synthesis method","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","8.46E+01"
"Desflurane, % O₂/N₂O: 100/0, 1L/min, older synthesis method, assuming 70% recycling ratio with gas capture technology","1 MAC-h (Anaesthetic agent required to reach minimum alveolar concentration (MAC), or MAC-equivalent for propofol, in an average 70kg adult patient and maintain this concentration for 1 hour)","5.51E+01"
"Dexmedetomidine (sedative-hypnotic and analgesic: selective alpha2 agonist)","One kilogram of active pharmaceutical ingredient (API)","3.01E+03"
"Direct laryngoscopy procedure (with reusable surgical instrument kit)","One procedure","7.90E+00"
"Direct laryngoscopy procedure, all suggested sustainability measures scenario","One procedure","4.88E+00"
"Direct laryngoscopy procedure, drapery size reduction scenario","One procedure","6.96E+00"
"Direct laryngoscopy procedure, exchange to non-sterile gowns/gloves scenario","One procedure","6.68E+00"
"Direct laryngoscopy procedure, high-level disinfection scenario","One procedure","6.98E+00"
"Direct laryngoscopy procedure, steam + non-sterile disposables + drapery reductions scenario","One procedure","5.77E+00"
"Direct laryngoscopy, reusable surgical kit","One use","9.80E-01"
"Direct laryngoscopy, sterile single-use disposable supplies","One use","6.95E+00"
"Disinfectant wipe","One product","1.02E-02"
"Djibouti health system","Provision over one year, national","2.62E+07"
"Djibouti health system, per capita","Provision over one year, per capita","2.40E+01"
"Dominica health system","Provision over one year, national","6.12E+06"
"Dominica health system, per capita","Provision over one year, per capita","8.50E+01"
"Dominican Republic health system","Provision over one year, national","7.81E+08"
"Dominican Republic health system, per capita","Provision over one year, per capita","7.10E+01"
"Double-lumen endotracheal tube, single-use, used with a reusable bronchoscope","One use","2.10E+00"
"Double-lumen endotracheal tube, single-use, used with an integrated single-use camera, single-use","One use","1.25E+00"
"Drug packaging, blister strip, aluminium","10,000 blister strips each containing 10 paracetamol (500mg) tablets","4.10E+02"
"Drug packaging, blister strip, polyvinyl chloride (PVC)","10,000 blister strips each containing 10 paracetamol (500mg) tablets","1.15E+02"
"Drug packaging, vial (1mL), glass","1,000 vials","6.56E+01"
"Drug packaging, vial (1mL), polymer","1,000 vials","5.05E+01"
"Dry powder inhaler","Delivery of 1 dose of inhaled medicine","9.00E-03"
"Dry powder inhaler (beclometasone dipropionate/formoterol; Foster NEXThaler 100/6mcg by Chiesi Farmaceutici SpA)","One actuation","7.63E-03"
"Dry powder inhaler (beclometasone dipropionate/formoterol; Foster NEXThaler 200/6mcg by Chiesi Farmaceutici SpA)","One actuation","7.64E-03"
"Dry powder inhaler (fluticasone furoate; Arnuity Ellipta 100mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","2.60E-02"
"Dry powder inhaler (fluticasone furorate/vilanterol; Relvar Ellipta 92/22mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","2.60E-02"
"Dry powder inhaler (fluticasone propionate; Flixotide Accuhaler 500mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","1.40E-02"
"Dry powder inhaler (salbutamol; Ventolin Accuhaler 200mcg by GlaxoSmithKline","Delivery of 1 dose of inhaled medicine","1.00E-02"
"Dry powder inhaler (salmeterol; Serevent Accuhaler 50mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","1.20E-02"
"Dry powder inhaler (salmeterol/fluticasone propionate; Seretide Accuhaler 50/500mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","1.50E-02"
"Dry powder inhaler (umeclidinium; Incruse Ellipta 55mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","2.40E-02"
"Dry powder inhaler (umeclidinium/vilanterol; Anoro Ellipta 55/22mcg by GlaxoSmithKline)","Delivery of 1 dose of inhaled medicine","2.60E-02"
"Duodenoscope, reusable","One use","1.53E+00"
"Duodenoscope, reusable with disposable endcap","One use","1.54E+00"
"Duodenoscope, single-use (lower bound impact values)","One use","3.63E+01"
"Duodenoscope, single-use (upper bound impact values)","One use","7.15E+01"
"Easyhaler dry powder inhaler protective cover, 2023 product","One product","6.60E-02"
"Easyhaler dry powder inhaler, Beclomethasone, 2021 product","One product","6.10E-01"
"Easyhaler dry powder inhaler, Beclomethasone, 2023 product","One product","5.78E-01"
"Easyhaler dry powder inhaler, Budesonide-formoterol, 2019 product","One product","5.14E-01"
"Easyhaler dry powder inhaler, Budesonide-formoterol, 2021 product","One product","4.84E-01"
"Easyhaler dry powder inhaler, Budesonide-formoterol, 2023 product","One product","4.52E-01"
"Easyhaler dry powder inhaler, Budesonide, 2021 product","One product","6.50E-01"
"Easyhaler dry powder inhaler, Budesonide, 2023 product","One product","6.17E-01"
"Easyhaler dry powder inhaler, Formoterol, 2019 product","One product","5.74E-01"
"Easyhaler dry powder inhaler, Formoterol, 2021 product","One product","5.44E-01"
"Easyhaler dry powder inhaler, Formoterol, 2023 product","One product","5.11E-01"
"Easyhaler dry powder inhaler, Salbutamol, 2019 product","One product","6.64E-01"
"Easyhaler dry powder inhaler, Salbutamol, 2021 product","One product","6.19E-01"
"Easyhaler dry powder inhaler, Salbutamol, 2023 product","One product","5.87E-01"
"Easyhaler dry powder inhaler, Salmeterol-fluticasone propionate, 2019 product","One product","6.02E-01"
"Easyhaler dry powder inhaler, Salmeterol-fluticasone propionate, 2021 product","One product","5.72E-01"
"Easyhaler dry powder inhaler, Salmeterol-fluticasone propionate, 2023 product","One product","5.40E-01"
"ECG monitoring electrodes (Ambu® BlueSensor, Ambu A/S, Copenhagen, Denmark)","One item","2.50E+00"
"Ecuador health system","Provision over one year","1.42E+09"
"Ecuador health system","Provision over one year, national","1.69E+09"
"Ecuador health system, per capita","Provision over one year, per capita","9.60E+01"
"Egypt health system","Provision over one year, national","6.23E+09"
"Egypt health system, per capita","Provision over one year, per capita","5.80E+01"
"El Salvador health system","Provision over one year, national","4.85E+08"
"El Salvador health system, per capita","Provision over one year, per capita","7.70E+01"
"Electric nebulizer, cleaned in dishwasher (salbutamol with DeVilbiss Pulmo-Aide® nebulizer)","Delivery of 1 dose of inhaled medicine","2.94E-02"
"Electric nebulizer, hand washed (salbutamol with DeVilbiss Pulmo-Aide® nebulizer)","Delivery of 1 dose of inhaled medicine","4.77E-02"
"Electronic medical record system","One patient’s health records","3.61E-01"
"Electronic medical record system","One hospital's record keeping over one year","1.95E+05"
"Electronic medical record system, scenario: renewable energy","One hospital's record keeping over one year","2.49E+04"
"Electronic medical record system, scenario: renewable energy","One patient’s health records","4.60E-02"
"Electrophysiology (EP) catheters, remanufactured","Provision of an electrophysiological diagnostic catheter for single-use","8.70E-01"
"Electrophysiology (EP) catheters, single-use virgin production","Provision of an electrophysiological diagnostic catheter for single-use","1.75E+00"
"Electrophysiology catheter, remanufactured","One use","6.12E-01"
"Electrophysiology catheter, single-use","One use","1.53E+00"
"Eli Lilly, pharmaceutical company","Provision over one year","1.54E+09"
"End of life care, home care, Fraser Valley BC Canada","One bed-day","1.30E+00"
"End of life care, hospital, Fraser Valley BC Canada","One bed-day","3.03E+01"
"End of life care, hospital, Laval Quebec Canada","One bed-day","2.30E+01"
"End of life care, long-term care, Fraser Valley BC Canada","One bed-day","8.70E+00"
"End of life care, long-term care, Laval Quebec Canada","One bed-day","3.50E+00"
"End of life care, mixed sites, Fraser Valley BC Canada","One bed-day","1.80E+01"
"Endoscopic trocar","One item","3.67E-01"
"Endoscopy, colonoscopy","One procedure","6.71E+00"
"Endoscopy, esophagogastroduodenoscopy","One procedure","5.43E+00"
"Endoscopy, inappropriate procedures performed in Italy","Inappropriate procedures in Italy over one year","4.13E+06"
"Endotracheal suctioning, Bicakcilar open suction system","One device","8.66E-02"
"Endotracheal suctioning, TrachSeal closed suction system","One device","5.47E-01"
"Endovascular Abdominal Aortic Aneurysm Repair (EVAR)","One procedure","1.08E+02"
"ENETS Annual Conference, in-person attendance","One attendee","1.01E+03"
"ENETS Annual Conference, virtual attendance","One attendee","6.50E+00"
"Enteral nutrition packaging, 500 mL bottle, lower bound market weight, incineration end-of-life scenario","Packaging for 1000 liters of product","3.13E+02"
"Enteral nutrition packaging, 500 mL bottle, lower bound market weight, landfill end-of-life scenario","Packaging for 1000 liters of product","2.95E+02"
"Enteral nutrition packaging, 500 mL bottle, upper bound market weight, incineration end-of-life scenario","Packaging for 1000 liters of product","3.86E+02"
"Enteral nutrition packaging, 500 mL bottle, upper bound market weight, landfill end-of-life scenario","Packaging for 1000 liters of product","3.51E+02"
"Enteral nutrition packaging, 500 mL pouch, incineration end-of-life scenario","Packaging for 1000 liters of product","2.40E+02"
"Enteral nutrition packaging, 500 mL pouch, landfill end-of-life scenario","Packaging for 1000 liters of product","2.37E+02"
"Enteral phosphate replacement, Phosphate Phebra Effervescent Tablet, 500 mg of sodium phosphate per tablet","2g sodium phosphate via Phosphate Phebra Effervescent Tablets","1.42E-02"
"Ephedrine hydrochloride (sympathomimetic: adronergic agonist)","One kilogram of active pharmaceutical ingredient (API)","8.20E+01"
"Epidural steroid injection kit, interlaminar","One product","2.53E+00"
"Epidural steroid injection kit, transforaminal","One product","1.33E+00"
"Epinephrine (sympathomimetic: nonselective adronergic agonist)","One kilogram of active pharmaceutical ingredient (API)","3.40E+01"
"Equatorial Guinea health system","Provision over one year, national","2.06E+08"
"Equatorial Guinea health system, per capita","Provision over one year, per capita","1.29E+02"
"Eritrea health system","Provision over one year, national","4.62E+07"
"Eritrea health system, per capita","Provision over one year, per capita","1.30E+01"
"ESMO Congress, in-person attendance","One attendee","1.48E+03"
"ESMO Congress, virtual attendance","One attendee","1.13E+01"
"Estonia health system","Provision over one year","5.90E+08"
"Estonia health system","Provision over one year","4.40E+08"
"Estonia health system","Provision over one year","7.10E+08"
"Estonia health system","Provision over one year","7.40E+08"
"Estonia health system","Provision over one year","8.40E+08"
"Estonia health system","Provision over one year","8.53E+08"
"Estonia health system","Provision over one year","4.60E+08"
"Estonia health system","Provision over one year","7.50E+08"
"Estonia health system","Provision over one year","6.60E+08"
"Estonia health system","Provision over one year","6.30E+08"
"Estonia health system","Provision over one year","1.20E+09"
"Estonia health system","Provision over one year","9.50E+08"
"Estonia health system","Provision over one year","6.30E+08"
"Estonia health system","Provision over one year","8.60E+08"
"Estonia health system","Provision over one year","9.90E+08"
"Estonia health system","Provision over one year, national","1.84E+09"
"Estonia health system, per capita","Provision over one year, per capita","1.38E+03"
"Eswatini health system","Provision over one year, national","1.40E+08"
"Eswatini health system, per capita","Provision over one year, per capita","1.19E+02"
"Ethanol-based hand sanitizer","The UK population practicing hand hygiene for 1 year","1.46E+09"
"Ethiopia health system","Provision over one year, national","1.88E+09"
"Ethiopia health system, per capita","Provision over one year, per capita","1.60E+01"
"European Union health system","Provision over one year","3.49E+11"
"External beam radiotherapy unit (Centre de Radiothérapie, Versailles)","Provision over one year","8.57E+05"
"External beam radiotherapy, breast treatments, during COVID","One treatment course for one patient","7.48E+01"
"External beam radiotherapy, breast treatments, pre-COVID","One treatment course for one patient","1.02E+02"
"External beam radiotherapy, one fraction","One fraction","2.70E+01"
"External beam radiotherapy, one treatment course","One treatment course","4.89E+02"
"External beam radiotherapy, prostate treatments, during COVID","One treatment course for one patient","2.27E+02"
"External beam radiotherapy, prostate treatments, pre-COVID","One treatment course for one patient","1.49E+02"
"Face mask, 3D-printed reusable with disposable FFP2 filters","The use of a face mask that complies with UNI EN 149:2009 or UNI EN 14683:2019 standards and is able to prevent the emission of respiratory droplets, in a pandemic situation for Italian citizens during a month (masks needed to protect 40 million citizens over one month)","3.90E+06"
"Face mask, cloth mask, reusable","The use of a face mask that complies with UNI EN 149:2009 or UNI EN 14683:2019 standards and is able to prevent the emission of respiratory droplets, in a pandemic situation for Italian citizens during a month (masks needed to protect 40 million citizens over one month)","1.50E+06"
"Face mask, cotton, 2-layer, reusable, one mask per week assuming 16 lifetime uses (15 washes), ""less strict scenario""","One person in Switzerland wearing facemasks during one working week when traveling to work with public transports and going three times in a shop.","1.60E-02"
"Face mask, cotton, 2-layer, reusable, two masks per week assuming 6 lifetime uses (5 washes), ""stricter scenario""","One person in Switzerland wearing facemasks during one working week when traveling to work with public transports and going three times in a shop.","2.30E-01"
"Face mask, cotton, reusable (washing machine), homemade","To equip one person with a mask during a month","1.00E-02"
"Face mask, cotton, reusable (washing machine), produced in China, oceanic freight","To equip one person with a mask during a month","2.45E-01"
"Face mask, elastane/polyester, reusable (washing machine), produced in France, land freight","To equip one person with a mask during a month","9.00E-02"
"Face mask, elastane/polyester, reusable (washing machine), produced in Switzerland, land freight","To equip one person with a mask during a month","2.40E-01"
"Face mask, embedded filtration layer, polyester, reusable, 6hrs of use, hand-washed separately","31 12-hour days for a single person","6.76E-01"
"Face mask, embedded filtration layer, polyester, reusable, 6hrs of use, hand-washed together","31 12-hour days for a single person","4.51E-01"
"Face mask, embedded filtration layer, polyester, reusable, 12hrs of use, hand-washed","31 12-hour days for a single person","3.38E-01"
"Face mask, embedded filtration layer, polyester, reusable, 12hrs of use, hand-washed, direct to landfill at end-of-life","31 12-hour days for a single person","3.36E-01"
"Face mask, embedded filtration layer, polyester, reusable, 12hrs of use, machine-washed","31 12-hour days for a single person","1.15E-01"
"Face mask, embedded filtration layer, polyester, reusable, 24hrs of use, hand-washed","31 12-hour days for a single person","1.69E-01"
